,tweet_id,text,query,user_id,follower_count,user_tweet_count,likes,retweets,user_location,date
58961,1346969797838340099,inbox the naacp is calling for the immediate impeachment of president donald trump for his attempted coup on the united states of america,president,1048030356283174912,18,2377,0,15520,,2021-01-06
58963,1346969797821534212, just reporting that a close close friend of the presidents who has been in constant contact with the president today just said about trump hes out of his mind remove him now,president,329513070,103,20475,0,2403,,2021-01-06
58970,1346916179529658371,this is insane the president needs to call it off call it off the elections over i havent seen anything like this since ive been deployed to iraq we dont think the other countries are sitting back and watching call it off gop trump supporter,president,240417457,493,17228,0,13,KS,2021-01-06
58977,1346916179240251392,trump should be removed from the white hous in chains theres no need for any more proof of sedition he called for this event he said he would lead them to the cap bldg then went back to wh and its entirely on him he is no longer a president but a terrorist arrest him,president,504898673,948,33138,0,5,,2021-01-06
58983,1346916179072348160,cnn needs to stop calling these trump supporters anarchists theyre not anarchist they just attended a rally called by the president united states theyre trump supporters theyre republicans this is the republican party under trump,president,144402222,14395,387933,0,602,CA,2021-01-06
58984,1346916179063889922,pressure is mounting on president donald trump to condemn supporters who are violently clashing with law enforcement on capitol hill among those urging trump to act his former communications director who tweeted that trump should condemn this now,president,16664681,3769803,327274,203,50,CA,2021-01-06
58987,1346916178942418946,president trump incited a mob to storm the capitol to overturn the results of an american election thats not an exaggeration dont tell me this has not been a coup attempt dont tell me trump is not an enemy of the united states he has been since day 1,president,710755689,382,83134,0,12847,,2021-01-06
58988,1346916178921365505,supporters of president trump have breached the us capitol according to capitol police officers as lawmakers count the electoral college votes certifying presidentelect joe bidens win,president,3250990356,429,8806,0,4198,,2021-01-06
58991,1346916178728529923,rep mike gallagher who is a trump supporter on the phone with call this off mr president the election is over call this off when asked by jake what trump should tweet rep gallagher says he should tweet i support the peaceful transfer of power,president,860682266,87,12641,0,717,,2021-01-06
58997,1346916178430627840,i want you to look at this and remember every single elected official who defended president trump to the very end never let them get away with it,president,1192051717,299,11787,0,57,,2021-01-06
59002,1346916178304884741,i need to reup this because it speaks to whats happening at the capitol trumps demagoguing is to blame he will go down as the most corrupt dangerous president ever but his maga followers are the same dangerous unhinged racist undemocratic call them what they are,president,111105617,4508,93959,9,1,,2021-01-06
59005,1346916178204241926,cnn just called it an attempted coup by president trump and his supporters and that a woman has just been shot jesus christ,president,39607824,2536,90676,0,20,,2021-01-06
59015,1346916177663037440,a lot of people are making this observation about the only group trump has taken care of in his four years as president have been cops this is why he bought their inaction over four years,president,142394186,12661,6567,0,147,,2021-01-06
59019,1346916177549819904,i am safe we are sheltering in place make no mistake president trump and his enablers are directly responsible for this violence,president,1196459313109192704,20,1041,0,8442,,2021-01-06
59025,1346916177231151104,its time for trump to resign ill take 14 days of president pence,president,63538330,448,3578,1,0,NY,2021-01-06
59031,1346916176941600768,pres trump and his minions are trying a coup attemptthis is sedition president trump and a certain numbers of republican senators representatives have been heading dwn this path for 4 yrs and here we are i need black lives matter energy from law enforcement,president,1315111814515089409,31,1119,0,3445,NY,2021-01-06
59033,1346916176912375810,this is the us capitol right now this is what the words and actions of president trump have yielded,president,14209356,1780,7479,0,1088,DC,2021-01-06
59034,1346916176903942149,thousands of trump supporters have staged an attempted coup at the presidents urging breaching the halls of congress while elected officials were beginning to certify joe bidens presidential election win,president,1031993998628597760,5,286,0,134,MN,2021-01-06
59039,1346916176794968066,trump morons charged the capital at his behest now we have idiots occupying chambers of the capital any chance trump may of had just died this will be recorded in the history books as the president who tried to start a coup to hold onto power his true colors come out,president,1272138663045083138,12,833,1,0,,2021-01-06
59044,1346916176547504129,in latest tweet president trump asks his supporters to be peaceful asserting that we are the party of law amp order as protesters carry out unprecedented illegal actions at the us capitol,president,1232089792986439680,12,2805,0,269,,2021-01-06
59055,1346916176341979139,protrump protesters have stormed the us capitol where members of congress were meeting to certify presidentelect joe bidens win,president,1004573740007555074,666,12001,0,3089,TX,2021-01-06
59058,1346916176228741121,i love the idea of these maga protestors breaking into the white house and just bein like mister president were here for you and it cuts to trump on his private jet blowing lines of adderall on his way outta the country,president,3400824117,163,139,0,154,FL,2021-01-06
59063,1346916176123863043,this man is a president at their worst demonstrably a toxic combo of ignorance he doesnt know the law regarding vp and arrogance he thinks people are stupid enough to believe what he repeats still the retrumplicans pose a bigger threat going fwd as we see right now,president,749795740063404032,381,9177,0,658,FL,2021-01-06
59064,1346916176086106124,and they have been incited to do so by the sitting president of the united states never forget that this is the riot donald trump wanted 33,president,5514802,2385,127841,8,2,MD,2021-01-06
59070,1346916175872024582,watch supporters of outgoing us president donald trump hold a demonstration at us capitol in washington dc as congress debates certification of joe bidens electoral victory,president,1271147415660146688,53,8392,0,387,,2021-01-06
59080,1346916175519883266,representative mike gallagher rwi who has supported trumps calls for election inquiries speaking from inside the capitol has implored the president to call it off the election is over and objectors need to stop meddling call it off mr president,president,716750760734822400,24058,22090,22,8,,2021-01-06
59087,1346916175171776512,president trump now saying respect the police but theres no way to see these security breaches as anything but a consequence of his false claims that the election was stolen even after fellow republicans urged him to stop,president,807206886,434,47639,0,598,MN,2021-01-06
